,id,x,y,z,x_new,y_new,z_new,distance2Dcenter,layer,EI,mtype,info
13321,59376763970,3445680,1793504,100053,2178.0065888694,2381.267575600829,100.053,1078.121288169651,2,excitatory,L23E,L2neuronunclassified-neuron
13322,33042444292,3357976,1832512,46080,2147.6025121323673,2290.2224889801405,46.08,1048.300461785392,2,inhibitory,L23I,L2neuroninterneuron
13323,24148375501,3303984,1854520,49920,2127.405013709987,2235.5274326635235,49.92,1027.9809849480187,3,excitatory,L23E,L3pyramidalneuron
13324,15428133248,3287776,1857624,46080,2118.757166366677,2221.4722266413114,46.08,1019.4748642202421,3,excitatory,L23E,L3pyramidalneuron
13325,24249575338,3285016,1862264,34560,2120.3185108308307,2216.304112530317,34.56,1021.5315071513373,3,inhibitory,L23I,L3neuroninterneuron
13326,24191800144,3261360,1867192,34560,2107.9901756474146,2195.5218202697097,34.56,1009.217989713097,3,excitatory,L23E,L3pyramidalneuron
13327,24409660733,3265648,1884440,30720,2123.611883195505,2187.0458128793193,30.72,1025.0146341945692,3,inhibitory,L23I,L3neuroninterneuron
13328,15296037449,3217928,1880040,30720,2088.1599138920205,2154.801181194265,30.72,989.6129184267272,3,excitatory,L23E,L3neuronexcitatory/spiny-with-atypical-tree
13329,24395002025,3244808,1891416,34560,2114.695281600483,2166.9593898031303,34.56,1015.9149920446703,3,inhibitory,L23I,L3neuroninterneuron
13330,24235484608,3364448,1874784,46080,2183.1641429711085,2266.470032684232,46.08,1083.8391925796723,2,excitatory,L23E,L2pyramidalneuron
13331,15369890327,3370672,1860704,34560,2176.9744959965637,2280.5651682398234,34.56,1078.1237505898343,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
13332,24351869285,3377240,1866456,34560,2185.651661235336,2281.5300161133437,34.56,1086.7917399860396,2,inhibitory,L23I,L2neuroninterneuron
13333,33100964662,3384688,1858584,46080,2184.8691401429696,2292.3387509486515,46.08,1085.5431294923137,2,inhibitory,L23I,L2neuroninterneuron
13334,24424378760,3308664,1888384,42240,2155.5527402183884,2216.1269587412644,42.24,1056.3914543724347,3,excitatory,L23E,L3neuronunclassified-neuron
13335,24438805286,3283664,1899240,38400,2146.6918291813763,2190.352223212182,38.4,1047.6989437327663,3,excitatory,L23E,L3pyramidalneuron
13336,41574215785,3661808,1766336,57813,2303.8180176517676,2559.0902316256993,57.813,1204.1099671659215,1,inhibitory,L1I,L1neuroninterneuron
13337,5996514814,3666504,1735792,42240,2284.4478584218796,2583.1689625600484,42.24,1185.1953622963326,1,inhibitory,L1I,L1neuroninterneuron
13338,6083989114,3726192,1728496,42240,2319.3458955053948,2632.1385037843397,42.24,1220.0720185195676,1,inhibitory,L1I,L1neuroninterneuron
13339,5778609363,3786856,1672224,19200,2318.761684499258,2714.8809812520844,19.2,1220.500541869141,1,inhibitory,L1I,L1neuroninterneuron
13340,5676695402,3765048,1644608,19200,2283.6652811790514,2717.4255429010464,19.2,1185.45561999093,1,inhibitory,L1I,L1neuroninterneuron
13341,5414373682,3734208,1632064,15360,2253.59550161925,2703.1333809503494,15.36,1155.655239070332,1,inhibitory,L1I,L1neuroninterneuron
13342,31893769478,3679600,1589184,57813,2185.099388920083,2691.775097228632,57.813,1085.4232710053823,1,inhibitory,L1I,L1neuronunclassified-neuron
13343,31878964222,3617768,1553120,57813,2116.757713955647,2670.4860441013716,57.813,1017.1033587072645,1,inhibitory,L1I,L1neuroninterneuron
13344,31078201683,3593480,1341568,66261,1944.255474073981,2795.3344837544496,66.261,844.4487472214407,1,inhibitory,L1I,L1neuroninterneuron
13345,4598805287,3632416,1350856,26880,1977.3863432429855,2817.7983335604454,26.88,879.2650088218089,1,inhibitory,L1I,L1neuroninterneuron
13346,4380314835,3601864,1348280,15360,1954.8666278093087,2796.9915342682366,15.36,857.6440995987766,1,inhibitory,L1I,L1neuroninterneuronweb-like-interneuron
13347,4336760370,3626288,1321824,19200,1951.8270810192041,2832.869283184673,19.2,854.3131188604651,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13348,4205381458,3543264,1301480,46080,1880.7837201011864,2785.332941492529,46.08,781.7199321550315,1,inhibitory,L1I,L1neuroninterneuron
13349,4510862285,3501248,1302840,46080,1853.4317268307414,2753.4101859702755,46.08,754.4018834471268,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13350,30888476935,3476072,1317240,53760,1847.0672664391707,2725.113814826185,53.76,747.6923454657234,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13351,4525229663,3488736,1377032,53760,1899.73628560612,2694.10680626374,53.76,800.3202292821378,1,inhibitory,L1I,L1neuroninterneuron
13352,4627598544,3565760,1386344,26880,1958.5895330776252,2744.66078911433,26.88,860.5092368705712,1,inhibitory,L1I,L1neuroninterneuron
13353,4234523851,3535288,1302064,26880,1875.831862959586,2779.0530734326735,26.88,777.9558085215766,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13354,3608346614,3506904,1265696,19200,1829.839101281196,2782.6515110373607,19.2,732.7391369773703,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13355,4248482323,3428920,1290160,3840,1795.2623430706326,2708.5945103983377,3.84,699.9056268755255,1,inhibitory,L1I,L1neuroninterneuron
13356,4262996986,3392296,1291384,7680,1771.448921232021,2680.74246393248,7.68,675.80945534112,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13357,4408670292,3412664,1325376,7680,1810.2785538799226,2672.832273262905,7.68,714.4021208021227,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13358,3695368389,3374392,1232720,11520,1716.0759396689102,2707.1214522529476,11.52,620.363140433575,1,inhibitory,L1I,L1neuroninterneuronweb-like-interneuron
13359,3986306672,3399960,1234568,49920,1734.6948602762236,2724.741711144875,49.92,635.6267842683588,1,inhibitory,L1I,L1neuroninterneuron
13360,39418830936,3436904,1257624,66261,1776.641216048608,2736.443912194959,66.261,676.8823505127881,1,inhibitory,L1I,L1neuroninterneuron
13361,3345951565,3500968,1195960,38400,1774.3726566736887,2825.3342864227816,38.4,675.9347390782839,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13362,21717908337,3588584,1222408,53760,1853.0193801712091,2872.1397673315873,53.76,753.6395224486121,1,inhibitory,L1I,L1neuroninterneuron
13363,30714198683,3590192,1278104,66261,1895.204406038744,2835.738480643403,66.261,795.4095979829575,1,inhibitory,L1I,L1neuroninterneuron
13364,3594328405,3630840,1140656,30720,1821.209564837799,2958.4942384865562,30.72,723.1991076512095,1,inhibitory,L1I,L1neuroninterneuron
13365,3637737369,3592648,1144848,49920,1798.52811811685,2927.4820843749058,49.92,699.374988842286,1,inhibitory,L1I,L1neuroninterneuron
13366,30117456344,3605256,1132752,53760,1798.1109338348824,2944.9492202956826,53.76,698.779807108757,1,inhibitory,L1I,L1neuroninterneuron
13367,3476966495,3395168,1072824,49920,1612.104883945152,2830.362648951483,49.92,513.2594425617102,1,inhibitory,L1I,L1neuroninterneuron
13368,3797122866,3401424,1141768,42240,1667.2028471499632,2788.450513206794,42.24,568.7621535436266,1,inhibitory,L1I,L1neuroninterneuron
13369,3389652538,3398368,1093864,30720,1629.7905624255338,2818.5246433471357,30.72,532.4957773815129,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13370,3025210803,3375536,1087232,38400,1609.4878382183856,2806.151970322746,38.4,511.55366161932886,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13371,3185662264,3348600,1051896,11520,1565.2338418155641,2810.122460768406,11.52,470.8963687905718,1,inhibitory,L1I,L1neuroninterneuron
13372,3156431067,3324816,1042192,15360,1542.0217107127778,2799.1204954136583,15.36,447.36969385060934,1,inhibitory,L1I,L1neuroninterneuron
13373,3112628145,3295968,1016824,3840,1503.8330517639245,2794.9528995013657,3.84,411.7757818727577,1,inhibitory,L1I,L1neuroninterneuron
